time,open,high,low,close,volume
2025-09-21 23:00:00,147.98599243164062,148.03799438476562,147.968994140625,148.0330047607422,0
2025-09-21 23:30:00,148.0290069580078,148.11000061035156,148.00399780273438,148.10000610351562,0
2025-09-22 00:00:00,148.10000610351562,148.18800354003906,148.0989990234375,148.15899658203125,0
2025-09-22 00:30:00,148.15699768066406,148.2570037841797,148.13400268554688,148.15699768066406,0
2025-09-22 01:00:00,148.16000366210938,148.21499633789062,148.0800018310547,148.16000366210938,0
2025-09-22 01:30:00,148.16000366210938,148.19700622558594,148.12899780273438,148.19000244140625,0
2025-09-22 02:00:00,148.19000244140625,148.35299682617188,148.17300415039062,148.3090057373047,0
2025-09-22 02:30:00,148.31399536132812,148.34800720214844,148.29100036621094,148.3419952392578,0
2025-09-22 03:00:00,148.3419952392578,148.375,148.29800415039062,148.32699584960938,0
2025-09-22 03:30:00,148.32699584960938,148.37600708007812,148.30499267578125,148.33099365234375,0
2025-09-22 04:00:00,148.33099365234375,148.35899353027344,148.3000030517578,148.35800170898438,0
2025-09-22 04:30:00,148.35400390625,148.36900329589844,148.26800537109375,148.2830047607422,0
2025-09-22 05:00:00,148.281005859375,148.30499267578125,148.24200439453125,148.25900268554688,0
2025-09-22 05:30:00,148.25999450683594,148.2779998779297,148.21800231933594,148.25,0
2025-09-22 06:00:00,148.24899291992188,148.25999450683594,148.04200744628906,148.05999755859375,0
2025-09-22 06:30:00,148.0659942626953,148.11300659179688,147.99099731445312,148.07200622558594,0
2025-09-22 07:00:00,148.072998046875,148.1320037841797,147.88400268554688,147.94000244140625,0
2025-09-22 07:30:00,147.93299865722656,148.12600708007812,147.92999267578125,148.11000061035156,0
2025-09-22 08:00:00,148.11199951171875,148.1269989013672,147.85400390625,147.89199829101562,0
2025-09-22 08:30:00,147.8979949951172,147.8990020751953,147.81399536132812,147.843994140625,0
2025-09-22 09:00:00,147.8520050048828,147.927001953125,147.79299926757812,147.91900634765625,0
2025-09-22 09:30:00,147.9219970703125,147.94400024414062,147.84100341796875,147.87100219726562,0
2025-09-22 10:00:00,147.87100219726562,147.91900634765625,147.8249969482422,147.8769989013672,0
2025-09-22 10:30:00,147.875,147.93099975585938,147.81399536132812,147.8520050048828,0
2025-09-22 11:00:00,147.85299682617188,147.90699768066406,147.82400512695312,147.85000610351562,0
2025-09-22 11:30:00,147.85000610351562,147.88099670410156,147.73699951171875,147.83799743652344,0
2025-09-22 12:00:00,147.83799743652344,147.92999267578125,147.75799560546875,147.88800048828125,0
2025-09-22 12:30:00,147.89100646972656,147.9290008544922,147.76699829101562,147.83599853515625,0
2025-09-22 13:00:00,147.8350067138672,147.96600341796875,147.7239990234375,147.78599548339844,0
2025-09-22 13:30:00,147.78500366210938,147.95899963378906,147.7519989013672,147.8159942626953,0
2025-09-22 14:00:00,147.81700134277344,147.96099853515625,147.81100463867188,147.906005859375,0
2025-09-22 14:30:00,147.906005859375,147.98300170898438,147.86399841308594,147.87100219726562,0
2025-09-22 15:00:00,147.8769989013672,147.90199279785156,147.81500244140625,147.82899475097656,0
2025-09-22 15:30:00,147.8249969482422,147.8509979248047,147.81300354003906,147.83099365234375,0
2025-09-22 16:00:00,147.83099365234375,147.88699340820312,147.72799682617188,147.76499938964844,0
2025-09-22 16:30:00,147.76499938964844,147.7949981689453,147.73300170898438,147.74099731445312,0
2025-09-22 17:00:00,147.73599243164062,147.77999877929688,147.71400451660156,147.72900390625,0
2025-09-22 17:30:00,147.7259979248047,147.7310028076172,147.6510009765625,147.67999267578125,0
2025-09-22 18:00:00,147.68299865722656,147.73699951171875,147.65499877929688,147.72900390625,0
2025-09-22 18:30:00,147.72900390625,147.7729949951172,147.69200134277344,147.7239990234375,0
2025-09-22 19:00:00,147.7239990234375,147.73199462890625,147.69400024414062,147.71800231933594,0
2025-09-22 19:30:00,147.71600341796875,147.73899841308594,147.6840057373047,147.73599243164062,0
2025-09-22 20:00:00,147.73500061035156,147.7790069580078,147.7010040283203,147.75599670410156,0
2025-09-22 20:30:00,147.75100708007812,147.7689971923828,147.68800354003906,147.70199584960938,0
2025-09-22 21:00:00,147.70199584960938,147.86000061035156,147.6580047607422,147.6929931640625,0
2025-09-22 21:30:00,147.7050018310547,147.74400329589844,147.68899536132812,147.7100067138672,0
2025-09-22 22:00:00,147.6909942626953,147.73599243164062,147.64999389648438,147.72300720214844,0
2025-09-22 22:30:00,147.72000122070312,147.73899841308594,147.70700073242188,147.70799255371094,0
2025-09-22 23:00:00,147.6929931640625,147.73899841308594,147.6739959716797,147.6999969482422,0
2025-09-22 23:30:00,147.69900512695312,147.76699829101562,147.697998046875,147.7270050048828,0
2025-09-23 00:00:00,147.7270050048828,147.76600646972656,147.71400451660156,147.72500610351562,0
2025-09-23 00:30:00,147.72500610351562,147.73399353027344,147.64599609375,147.66400146484375,0
