open,high,low,close,atr14,rsi14,ema10,ema20,ema50,bull_bos,bear_bos,choch,swing_trend,bull_fvg,bear_fvg,inside_fvg,swing_ob_bull,swing_ob_bear,inside_ob,in_premium,in_discount,zone_pct,near_ote,eq_high,eq_low,dist_to_P_trad,dist_to_R1_trad,above_P_trad,above_R1_trad,below_S1_trad,pivot_range_width_trad,usd_strength
404.3,405.1,400.8,403.1,6.45714285714286,52.23214285714286,402.0981292676896,398.55634812483333,392.60362067683974,0,0,0,0,0,0,0,1,0,1,1,0,0.8439306357893689,0,0,1,0.10840707962922719,0.5730088494687798,0,0,0,0.7743362830659211,0.0
403.1,407.1,401.8,406.1,6.642857142857147,55.23012552301256,402.8257421281097,399.2747911605635,393.13289045421857,1,0,0,1,0,0,0,0,0,0,1,0,1.0173410404036225,0,1,0,0.4666666665964189,0.13548387094735156,1,1,0,0.6473118278595458,0.0
405.5,407.5,403.8,404.8,6.4928571428571455,55.23012552301256,403.184698104817,399.80100152622407,393.5904241618963,0,0,0,0,0,0,0,0,0,1,1,0,0.9421965317374453,0,1,0,0.03080308030328489,0.5236523651558694,0,0,0,0.8162816280370977,0.0
405.0,406.3,398.6,400.8,6.314285714285717,60.96997690531179,402.7511166312139,399.89614423801225,393.8731526261357,0,0,0,0,0,0,0,0,0,1,1,0,0.7109826589184405,1,0,0,0.7232277525249691,0.9713423829532369,0,0,1,0.5859728505859298,0.0
399.3,401.6,393.8,396.1,6.500000000000004,53.04347826086959,401.54182269826595,399.53460669153486,393.9604799741304,0,0,0,0,0,1,0,0,0,0,0,1,0.4393063583561105,0,0,0,0.8923076921704153,1.399999999784618,0,0,1,1.1846153844331335,0.0
396.0,397.8,392.8,393.3,6.550000000000003,48.19532908704884,400.0433094803994,398.9408346256744,393.93457879867435,0,0,0,0,0,1,0,0,0,0,0,1,0.27745664738280645,0,0,0,0.5903307887139453,1.1043256995769495,0,0,0,1.190839694474682,0.0
394.3,395.0,386.5,389.3,6.550000000000003,41.20082815734988,398.08998048396313,398.02265989941975,393.75283061049106,0,0,0,0,0,0,0,0,0,0,0,1,0.046242774563801624,0,0,0,0.814249363743377,1.0941475825301665,0,0,1,0.7633587785094105,0.0
389.3,392.1,388.1,389.8,6.100000000000002,47.33178654292342,396.58271130506074,397.23954943280836,393.5978176453738,0,0,0,0,0,1,0,0,0,0,0,1,0.09604519773468613,0,0,0,0.07650273222789135,0.6939890709244756,0,0,0,1.393442622722386,0.0
390.5,393.1,385.1,386.6,5.885714285714288,29.23497267759562,394.7676728859588,396.22625901063617,393.32339342398666,0,0,0,0,0,0,0,0,0,0,0,1,0.0724637681124414,0,0,0,0.5776699028144695,0.9004854367402008,0,0,1,0.6796116503699686,0.0
386.1,389.6,384.5,387.3,5.585714285714289,18.553459119496807,393.4099141794208,395.3761391048613,393.08718191716366,0,0,0,0,0,0,0,0,0,0,0,1,0.1314553990548617,0,0,0,0.17306052852827242,0.7399829495691503,0,0,0,1.4322250636822096,0.0
387.3,390.8,385.3,387.1,5.778571428571431,18.553459119496807,392.26265705588975,394.5879353805888,392.8523904694318,0,0,0,0,0,0,0,0,0,0,0,1,0.08780487804449788,0,0,1,0.005768438400324842,0.4614750720256332,0,0,0,0.8825710752490024,0.0
387.1,391.8,386.3,390.5,5.935714285714288,26.801152737752076,391.9421739548189,394.1986082014851,392.7601398627874,0,0,0,0,0,0,0,0,0,0,0,1,0.21538461537356943,0,1,1,0.4661050941854108,0.05615724026329962,1,1,0,0.9265944643444964,0.0
390.3,393.8,390.3,391.1,5.635714285714288,31.132075471698087,391.78905141757906,393.9035026584865,392.6950363387565,0,0,0,0,0,0,0,0,0,0,0,1,0.24615384614122346,0,0,0,0.27798901558228417,0.29573299530027547,1,0,0,0.9759188844909645,0.0
391.3,394.3,388.1,393.1,5.721428571428573,31.775700934579433,392.027405705292,393.8269785957735,392.71091726664844,0,0,0,0,0,0,0,0,0,0,0,1,0.34871794870006634,0,0,0,0.2388680815229623,0.01165210153770475,1,0,0,0.6117353307295342,0.0
393.8,393.8,389.6,391.8,5.714285714285714,32.176656151419536,391.9860592134207,393.63393301522365,392.67519502089755,0,0,0,0,0,0,0,0,0,0,0,1,0.2820512820368179,0,1,0,0.005833333332307194,0.6591666665512999,0,0,0,1.084999999810123,0.0
391.3,393.0,389.8,391.8,5.564285714285712,25.087108013937254,391.952230265526,393.45927272805955,392.640873647529,0,0,0,0,0,0,0,0,0,0,0,1,0.2820512820368179,0,0,1,0.011981172441149476,0.3714163456756542,1,0,0,0.7548138637924579,0.0
391.8,400.3,390.8,398.8,5.978571428571428,41.27906976744186,393.1972793081576,393.9679134206253,392.8824080142926,0,0,0,0,0,0,0,0,0,0,1,0,0.8928571427933674,0,0,0,1.2154520109476417,0.9255276780610568,1,1,0,0.5352449222521675,0.0
399.1,400.3,397.1,399.8,5.657142857142857,48.40764331210191,394.3977739794016,394.52335023770854,393.1536861313792,0,0,0,0,1,0,0,0,0,0,1,0,0.9642857142168367,0,1,0,0.5597643096653548,0.47138047129716,1,0,0,1.6792929289960847,0.0
399.6,400.6,397.3,399.1,5.3357142857142845,55.47445255474454,395.25272416496495,394.95922164364106,393.38687491054077,0,0,0,0,0,0,0,0,0,0,1,0,0.9142857142204089,0,1,1,0.006247211065322319,0.3623382417883962,1,0,0,0.5997322622704632,0.0
398.1,399.1,392.3,394.6,5.464285714285714,52.233676975945045,395.1340470440622,394.9250100585324,393.4344484434608,0,0,0,0,0,0,0,0,0,0,1,0,0.5928571428147967,1,0,0,0.8052287580225683,1.1163398690767419,0,0,1,0.6039215685169315,0.0
395.1,397.3,392.8,393.3,5.178571428571429,57.575757575757585,394.80058394514174,394.77024719581505,393.4291759554819,0,0,0,0,0,0,0,0,0,0,0,1,0.49999999996428574,0,0,0,0.3926436780850928,0.9783908044087587,0,0,0,1.3131034480222994,0.0
393.5,399.1,391.8,398.1,5.4142857142857155,63.51791530944628,395.4004777732978,395.08736651049935,393.61234552585523,0,0,0,0,0,0,0,1,0,1,1,0,0.8428571427969396,0,1,0,0.6710642039217896,0.3632365874439003,1,1,0,0.8311345644902915,0.0
398.3,403.1,397.6,401.3,5.235714285714287,73.94136807817588,396.47311817815273,395.6790458904518,393.91382217190016,1,0,0,1,1,0,0,1,0,1,1,0,1.0714285713520408,0,0,1,0.9486130057306025,0.0827648931174462,1,1,0,1.3942701225167853,0.0
402.1,404.8,399.6,404.8,5.242857142857141,76.11940298507463,397.98709669121587,396.5477081865992,394.34073110633545,1,0,0,1,1,0,0,0,0,1,1,0,1.3214285713341836,0,0,0,0.788374205117566,0.20345140777227474,1,1,0,1.0490463213257952,0.0
403.8,404.8,401.1,403.8,5.114285714285712,74.34402332361513,399.04398820190386,397.2384026450183,394.71168282765564,0,0,0,1,0,0,0,1,0,1,1,0,1.2499999999107143,0,1,0,0.14338919922708707,0.5344506516645781,1,0,0,1.0167597763375034,0.0
403.8,407.5,403.1,406.1,5.035714285714282,73.49397590361446,400.32689943792127,398.0823642978737,395.1582835010809,1,0,0,1,0,0,0,0,0,0,1,0,1.4142857141846947,0,0,0,0.5692671393668614,0.14562647751245553,1,1,0,0.7347517729037355,0.0
406.1,413.8,404.6,412.2,5.442857142857138,77.26098191214467,402.48564499466283,399.42690103140956,395.8265861088817,0,0,0,0,0,0,0,0,0,0,1,0,0.9418181817839331,0,0,0,1.218722659443629,0.7655293086957512,1,1,0,0.8083989499827055,0.0
411.8,411.8,407.8,409.3,5.314285714285709,70.45454545454545,403.72461863199686,400.3671961712753,396.3549552810824,0,0,0,0,1,0,0,0,0,0,1,0,0.9019607842783545,0,0,0,0.16935483867781617,1.2231182793397477,0,0,0,1.7311827953731642,0.0
409.6,409.6,401.6,401.6,5.585714285714281,60.652173913043505,403.33832433527016,400.48460605972525,396.5606433092753,0,0,0,0,0,0,0,0,0,1,1,0,0.599999999976471,0,0,0,1.4381926681142254,1.766410911874739,0,0,1,0.7161125318411058,0.0
401.8,407.6,401.6,406.8,5.785714285714282,64.64843750000001,403.96771991067556,401.0860721492752,396.96218670891153,0,0,0,0,0,1,0,0,0,0,1,0,0.8039215685959247,0,1,1,0.43786008222884226,0.02304526748573733,1,0,0,1.382716049143729,0.0
406.3,408.8,404.1,406.3,5.442857142857138,58.38926174496646,404.39177083600725,401.5826367064871,397.3283754654248,0,0,0,0,0,0,0,0,0,0,1,0,0.8888888888493827,0,0,0,0.17760279961741904,0.5083114609739633,1,0,0,1.1023622045218768,0.0
406.5,408.5,400.8,402.3,5.76428571428571,52.62054507337527,404.01144886582415,401.65095702015503,397.52334113344733,0,0,0,0,0,0,0,0,0,1,1,0,0.7111111110795062,1,1,0,0.7112763319707868,1.110285006003179,0,0,1,0.8153655512835783,0.0
402.3,408.6,402.1,408.1,5.9928571428571376,58.52272727272728,404.7548217993106,402.2651515896641,397.93811206939057,0,0,0,0,0,0,0,0,0,0,1,0,0.9688888888458277,0,1,0,0.7063965036564741,0.1946762017951101,1,1,0,1.2848629318475786,0.0
406.8,410.8,406.3,409.3,5.828571428571422,64.84848484848484,405.5812178357996,402.9351371525532,398.38367630196353,0,0,0,0,0,0,0,0,0,0,1,0,0.9387755101657642,0,0,0,0.520424836512014,0.19444444441109254,1,0,0,1.1151960782400412,0.0
409.6,409.8,405.8,407.8,5.7928571428571365,64.58752515090546,405.98463277474514,403.3984574237386,398.752943897965,0,0,0,0,0,0,0,0,0,0,1,0,0.914893616982345,0,0,0,0.17262638714652584,0.6041923550128404,0,0,0,0.7768187421593663,0.0
407.8,408.3,404.8,405.6,5.521428571428564,57.96178343949046,405.91469954297327,403.6081281452873,399.0214559019664,0,0,0,0,0,0,0,0,0,0,1,0,0.8212765957097334,0,1,0,0.3984476066548721,0.7606727036138486,0,0,1,0.7244501939179531,0.0
405.1,406.3,398.6,399.8,5.678571428571421,48.49094567404426,404.80293598970536,403.2454492743076,399.0519870430658,0,0,0,0,0,0,0,0,0,1,1,0,0.5744680850819375,0,0,0,1.1329140459220886,1.3853249473451452,0,0,1,0.6163522011493224,0.0
400.6,401.6,396.3,397.8,5.685714285714279,42.73858921161825,403.529674900668,402.72683505770686,399.00288951196524,0,0,0,0,0,1,0,0,0,1,0,1,0.11111111110288066,0,0,0,0.6624790618600311,1.1842546061568673,0,0,0,1.3542713565457307,0.0
397.8,399.8,394.3,399.1,5.814285714285709,45.15463917525774,402.72427946418287,402.3814221950681,399.00669776639796,0,0,0,0,0,0,0,0,0,1,0,1,0.30967741933486026,0,0,0,0.09172809171232005,0.29811629806501816,1,0,0,0.9115479113911371,0.0
398.3,400.3,396.6,397.6,5.76428571428571,41.09014675052409,401.7925922888769,401.9260486526807,398.95153314810784,0,0,0,0,0,0,0,0,0,1,0,1,0.07575757575183661,0,0,1,0.023130937625064792,0.6187525814705177,0,0,0,0.954151177033977,0.0
397.8,402.3,397.5,402.3,5.449999999999997,39.308855291576684,401.88484823635383,401.96166306671114,399.0828455736722,0,0,0,0,0,0,0,0,0,1,0,1,0.3902439024072978,0,0,0,0.758409785793563,0.470948012146003,1,1,0,0.678899082444237,0.0
401.1,404.3,398.1,403.3,5.5785714285714265,43.24324324324324,402.14214855701675,402.0891237270244,399.24822417862623,0,0,0,0,0,0,0,0,0,1,0,1,0.4444444444064572,0,0,0,0.46606914204193806,0.10755441739428635,1,0,0,0.8604353391543417,0.0
403.3,406.6,401.6,405.6,5.364285714285712,55.12820512820513,402.7708488193773,402.42349289587924,399.4973134265233,0,0,0,0,0,0,0,0,0,0,1,0,0.6410256409708531,1,0,0,0.6897470038660906,0.018641810915304043,1,0,0,1.1557922767485858,0.0
405.3,405.5,402.1,404.6,5.185714285714283,46.83908045977013,403.10342176130865,402.63077928674784,399.69741878234595,0,0,0,0,0,0,0,0,0,1,1,0,0.5555555555080727,0,0,0,1.096154082503927e-14,0.5785123965826782,0,0,0,0.9641873276377605,0.0
403.3,405.3,401.6,403.8,5.114285714285712,46.43874643874644,403.2300723501616,402.7421336403909,399.85830432029314,0,0,0,0,0,0,0,0,0,1,0,1,0.4871794871378474,0,1,1,0.05214152699166399,0.43668528855520256,0,0,0,0.6648044691437491,0.0
403.8,406.6,402.5,405.0,4.857142857142857,54.179566563467475,403.55187737740494,402.9571685317822,400.05993944498755,0,0,0,0,0,0,0,0,0,1,1,0,0.589743589693183,1,1,1,0.2950980391549316,0.10980392154601452,1,0,0,0.7617647057255167,0.0
404.8,405.3,402.8,404.3,4.571428571428571,43.014705882352914,403.6878996724222,403.08505724304104,400.22621632949784,0,0,0,0,0,0,0,0,0,1,1,0,0.5299145298692376,0,1,1,0.0874999999808544,0.5687499998755785,0,0,0,0.8968749998038136,0.0
404.5,409.7,403.5,409.3,4.692857142857142,50.0,404.7082815501636,403.6769565532276,400.58205098324305,0,0,0,0,0,0,0,0,0,0,1,0,0.9572649571831398,0,0,0,1.1009639774416944,0.8168442413276985,1,1,0,0.5327245052137269,0.0
408.3,409.3,403.5,406.3,4.821428571428571,47.69230769230769,404.99768490467926,403.926770214825,400.80628427801787,0,0,0,0,0,0,0,1,0,1,1,0,0.7008547007947985,1,1,1,0.24888888883726515,1.0785185182948234,0,0,0,1.285925925659213,0.0
406.3,411.6,405.6,410.1,5.0,56.5982404692082,405.9253785583739,404.5146968610322,401.1707437180956,1,0,0,1,0,0,0,0,0,0,1,0,1.025641025553365,0,0,0,0.7466666665173477,0.1733333332986909,1,1,0,1.1599999997680022,0.0
410.1,411.0,405.8,407.1,4.821428571428571,61.66134185303516,406.13894609321494,404.76091620760053,401.4032635722879,0,0,0,0,0,0,0,0,0,1,1,0,0.7692307691650238,1,0,1,0.41481481472879095,1.1407407405041663,0,0,0,1.2444444441863376,0.0
407.3,409.6,406.6,408.8,4.657142857142857,67.74193548387098,406.62277407626675,405.1455908544957,401.6933316674923,0,0,0,0,0,0,0,1,0,1,1,0,0.9145299144517495,0,1,0,0.1789366052785474,0.28629856844569046,1,0,0,1.1165644169381588,0.0
408.3,412.6,408.0,411.6,4.592857142857143,69.23076923076923,407.52772424421823,405.76029648740086,402.08182846484556,1,0,0,1,0,0,0,1,0,1,1,0,1.1538461537475355,0,0,0,0.7112493518410019,0.33385173657844336,1,1,0,0.6531881802621362,0.0
411.7,413.7,410.2,412.1,4.57857142857143,73.01587301587301,408.3590471089058,406.36407777431504,402.47469793681245,1,0,0,1,1,0,0,1,0,1,1,0,1.196581196478926,0,0,0,0.2984919396123954,0.2984919396123954,1,0,0,1.004680186988062,0.0
412.2,418.6,410.5,417.8,4.814285714285717,73.84615384615384,410.0755839981956,407.45321322438025,403.0756901745845,1,0,0,1,0,0,0,1,0,1,1,0,1.6837606836167733,0,0,1,1.2047477742304695,0.8308605339520463,1,1,0,0.7270029672080406,0.0
417.8,419.3,416.3,419.0,4.585714285714289,74.00611620795107,411.69820508943275,408.5529072030107,403.70017291283614,1,0,0,1,1,0,0,1,0,1,1,0,1.7863247861721088,0,0,0,0.7341640704525594,0.3852544132078058,1,0,0,1.766355139801733,0.0
418.3,418.8,411.3,418.8,4.778571428571431,71.56862745098039,412.98944052771765,409.528820802724,404.2923229946857,1,0,0,1,0,0,0,1,0,1,1,0,1.7692307690795537,0,1,0,0.12556053809032086,0.2720478325290087,1,0,0,0.6278026904515805,0.0
413.6,419.3,412.3,418.3,5.028571428571431,72.75747508305649,413.95499679540535,410.3641712024646,404.8416436615608,1,0,0,1,0,0,0,0,0,1,1,0,1.7264957263481635,0,1,0,0.39772727264817903,0.5965909089722685,1,0,0,1.4914772724306713,0.0
418.6,419.8,415.6,417.3,5.064285714285717,72.27722772277231,414.5631791962407,411.0247263260394,405.3302066552251,0,0,0,0,0,0,0,0,0,1,1,0,0.8847926266873367,0,0,0,0.13164080862468022,0.7240244474357973,1,0,0,1.3822284905592208,0.0
418.1,419.7,416.7,417.1,4.985714285714287,70.6484641638226,415.0244193423787,411.60332381879755,405.7917671785496,0,0,0,0,0,0,0,0,0,1,1,0,0.8796296295889074,0,1,1,0.09360076406909097,0.4880611269317057,0,0,0,0.8424068766218643,0.0
417.3,423.3,416.8,422.3,5.271428571428572,76.62721893491128,416.3472521892189,412.62205488367397,406.4391488578222,0,0,0,0,0,0,0,0,0,0,1,0,0.9603174602793525,0,0,1,0.8473351398573313,0.6323396566099517,1,1,0,0.56910569094895,0.0
422.5,422.6,420.6,421.6,4.971428571428573,70.8474576271187,417.3022972457245,413.47709727570503,407.0336920398684,0,0,0,0,1,0,0,0,0,0,1,0,0.9591836734302374,0,0,0,0.16091954019751842,0.6436781607900622,1,0,0,1.3074712641048185,0.0
421.3,422.1,412.6,414.8,5.235714285714287,62.76276276276278,416.8473341101382,413.60308801135216,407.3382531363442,0,0,0,0,0,0,0,0,0,1,1,0,0.6958333333043398,1,0,1,1.2987721689197562,1.489768076113847,0,0,1,0.38199181438815977,0.0
414.8,416.1,409.1,415.3,5.307142857142858,58.66666666666666,416.5660006355676,413.76469867693766,407.6504785035464,0,0,0,0,0,1,0,0,0,1,0,1,0.47692307688638963,0,0,0,0.22611036334904835,0.9609690442334582,0,0,0,1.7900403765133166,0.0
415.1,418.5,413.8,417.3,5.271428571428572,67.58620689655174,416.6994550654644,414.1013940410388,408.0288911112505,0,0,0,0,0,0,0,0,0,1,0,1,0.4216867469371456,0,0,0,0.7208672085353389,0.11382113818978354,1,0,0,1.3279132788808834,0.0
417.3,420.8,417.2,418.3,5.314285714285717,66.78445229681981,416.99046323537993,414.5012612752256,408.431679695123,0,0,0,0,1,0,0,0,0,1,1,0,0.542168674633473,0,0,1,0.3324372759231154,0.18189964154281674,1,0,0,0.8844086019841141,0.0
418.1,419.8,415.3,415.3,5.307142857142858,56.49122807017543,416.68310628349263,414.577331629966,408.70102558943194,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0.6532077163416965,0.9484073573807339,0,0,1,0.6783310900471557,0.0
415.3,420.2,414.3,419.3,5.478571428571428,61.25,417.15890514103944,415.02710956996924,409.11667164474835,0,0,0,0,0,0,0,1,0,1,1,0,0.5882352940311408,1,1,0,0.45632333759597754,0.18252933503839103,1,1,0,0.8213820076727596,0.0
419.3,425.5,419.3,423.1,5.34285714285714,58.80398671096349,418.239104206305,415.79595627759124,409.6650374626014,1,0,0,1,0,0,0,1,0,1,1,0,1.1470588233607264,0,0,0,0.9670231727245363,0.2869875222279308,1,1,0,1.1042780746596235,0.0
423.1,425.8,421.5,423.3,5.435714285714283,57.38831615120278,419.15926707788594,416.51062710829683,410.19974187583273,1,0,0,1,1,0,0,0,0,1,1,0,1.1764705880622817,0,1,0,0.12264564167694833,0.4905825667078351,1,0,0,1.1406044675956821,0.0
423.8,424.7,421.5,423.7,5.114285714285712,58.36177474402728,419.9848548819067,417.19532928845905,410.729163763055,0,0,0,1,0,0,0,0,0,1,1,0,1.2352941174653924,0,0,1,0.032588454369795544,0.364990688941659,1,0,0,0.8407821227406318,0.0
426.0,430.2,426.0,427.8,5.0785714285714265,64.43768996960488,421.4057903579236,418.2052979276534,411.39860832136657,0,0,0,0,1,0,0,0,0,0,1,0,0.8389261744403418,0,0,0,0.8860759491926155,0.5316455695155671,1,1,0,0.630098452759191,0.0
428.3,428.6,424.3,426.3,5.0857142857142845,63.473053892215574,422.2956466564829,418.9762219345436,411.98297662248945,0,0,0,0,0,0,0,0,0,0,1,0,0.827067669110746,0,0,0,0.334269662855619,0.727528089744585,0,0,0,0.8258426964668266,0.0
426.1,428.3,422.8,423.8,5.264285714285713,59.38375350140055,422.5691654462133,419.435629369349,412.4463893039605,0,0,0,0,0,0,0,0,0,1,1,0,0.653846153795858,1,1,0,0.4938941654421412,0.8928086836838715,0,0,1,0.8168249659235363,0.0
423.3,426.8,420.3,423.8,5.264285714285713,52.45901639344261,422.79295354690174,419.8512837151253,412.8916289390993,0,0,0,0,0,0,0,0,0,1,0,1,0.4374999999453125,0,0,0,0.22161917680096246,0.6331976480027468,0,0,0,1.0447761192045204,0.0
424.3,428.3,423.3,428.1,5.478571428571428,59.530791788856305,423.7578710838287,420.6368757422563,413.48803564736994,0,0,0,0,0,0,0,0,0,0,1,0,0.9749999998781265,0,1,0,0.8152976965048083,0.20686657971016473,1,1,0,1.1864406777495415,0.0
429.6,430.1,425.7,426.8,5.114285714285716,70.97902097902096,424.3109854322235,421.2238399572795,414.0100734651202,0,0,0,0,0,0,0,0,0,0,0,1,0.42307692291420623,0,1,1,0.045623836117711515,0.5931098695302052,1,0,0,0.9776536310937546,0.0
426.6,427.0,416.8,421.1,5.342857142857143,58.579881656804744,423.7271698990919,421.2120456756338,414.2881097998213,0,0,0,0,0,0,0,0,0,1,0,1,0.37391304344574766,0,1,0,1.2040998215215042,1.5472370763592378,0,0,1,0.8235294116105757,0.0
420.7,426.8,418.8,426.3,5.57857142857143,62.16216216216216,424.19495719016606,421.6966127541449,414.75916431747544,0,0,0,0,0,0,0,1,0,1,1,0,0.7894736841274238,1,1,0,0.8365343575111562,0.029876227053983694,1,0,0,1.8284250957029686,0.0
426.6,432.6,425.3,429.1,5.842857142857143,63.917525773195884,425.0867831555904,422.40169725375017,415.3215500305156,1,0,0,1,0,0,0,1,0,1,1,0,1.0842105262016632,0,0,1,0.878565607021597,0.005704971474170763,1,0,0,1.3691931537998934,0.0
