time,open,high,low,close,tick_volume
2025-07-11 18:00:00,3361.13,3368.75,3360.94,3365.92,2405
2025-07-11 18:30:00,3365.96,3366.27,3356.97,3358.9,2410
2025-07-11 19:00:00,3358.87,3359.75,3353.27,3355.26,2308
2025-07-11 19:30:00,3355.12,3356.35,3352.75,3353.82,2079
2025-07-11 20:00:00,3353.68,3354.04,3349.22,3349.71,2060
2025-07-11 20:30:00,3349.71,3353.68,3349.41,3353.28,1918
2025-07-11 21:00:00,3353.32,3358.07,3352.93,3355.67,2107
2025-07-11 21:30:00,3355.7,3358.51,3355.38,3356.13,1782
2025-07-11 22:00:00,3356.15,3359.35,3355.62,3358.36,1858
2025-07-11 22:30:00,3358.34,3359.71,3356.01,3356.47,1988
2025-07-11 23:00:00,3356.59,3356.79,3354.31,3354.37,1037
2025-07-11 23:30:00,3354.46,3358.97,3353.59,3355.5,1003
2025-07-14 01:00:00,3362.47,3371.07,3359.59,3370.49,2629
2025-07-14 01:30:00,3370.49,3371.1,3364.77,3369.18,1573
2025-07-14 02:00:00,3369.61,3373.94,3366.78,3368.28,1716
2025-07-14 02:30:00,3368.28,3369.71,3366.4,3367.8,1524
2025-07-14 03:00:00,3367.5,3372.02,3364.99,3370.56,2356
2025-07-14 03:30:00,3370.61,3373.19,3367.41,3367.65,2103
2025-07-14 04:00:00,3367.39,3370.18,3360.68,3361.33,2694
2025-07-14 04:30:00,3361.29,3361.94,3357.22,3358.78,2335
2025-07-14 05:00:00,3358.63,3359.18,3354.88,3359.08,2158
2025-07-14 05:30:00,3359.35,3359.54,3353.89,3357.41,2117
2025-07-14 06:00:00,3357.46,3359.66,3355.48,3357.08,1942
2025-07-14 06:30:00,3357.03,3358.43,3355.57,3356.94,1806
2025-07-14 07:00:00,3356.93,3357.33,3353.74,3356.19,2035
2025-07-14 07:30:00,3356.17,3361.65,3355.54,3359.76,1975
2025-07-14 08:00:00,3359.68,3360.4,3353.82,3355.81,1947
2025-07-14 08:30:00,3356.17,3358.86,3355.92,3357.61,2199
2025-07-14 09:00:00,3357.65,3361.22,3356.63,3359.91,2191
2025-07-14 09:30:00,3360.36,3369.64,3358.33,3368.94,2348
2025-07-14 10:00:00,3368.82,3374.58,3366.71,3374.57,2450
2025-07-14 10:30:00,3374.59,3374.92,3369.37,3371.95,2223
2025-07-14 11:00:00,3371.72,3372.58,3366.66,3367.4,2244
2025-07-14 11:30:00,3367.5,3368.64,3365.42,3365.95,1927
2025-07-14 12:00:00,3366.0,3369.08,3364.59,3367.0,1769
2025-07-14 12:30:00,3366.97,3370.33,3364.1,3370.24,2009
2025-07-14 13:00:00,3370.38,3374.63,3370.38,3370.48,2236
2025-07-14 13:30:00,3370.49,3372.4,3369.71,3372.05,1779
2025-07-14 14:00:00,3372.2,3373.04,3369.41,3369.5,1865
2025-07-14 14:30:00,3369.35,3371.57,3363.94,3364.1,2179
2025-07-14 15:00:00,3364.13,3366.54,3357.17,3358.04,2479
2025-07-14 15:30:00,3357.98,3358.76,3349.37,3350.11,2549
2025-07-14 16:00:00,3350.38,3355.74,3347.22,3355.43,2516
2025-07-14 16:30:00,3355.72,3358.99,3354.85,3355.32,2705
2025-07-14 17:00:00,3355.21,3356.31,3345.2,3352.04,2825
2025-07-14 17:30:00,3352.05,3352.44,3341.05,3343.0,2699
2025-07-14 18:00:00,3343.35,3349.43,3342.55,3347.09,2355
2025-07-14 18:30:00,3347.07,3349.67,3344.53,3345.14,2155
2025-07-14 19:00:00,3345.11,3348.53,3343.2,3348.4,2109
2025-07-14 19:30:00,3348.44,3349.25,3346.19,3347.78,1862
2025-07-14 20:00:00,3347.81,3351.05,3347.41,3350.5,1848
2025-07-14 20:30:00,3350.48,3351.67,3349.84,3351.02,1816
