time,open,high,low,close,tick_volume
2025-09-29 15:30:00,3817.53,3818.78,3812.69,3817.04,1461
2025-09-29 15:45:00,3817.01,3818.81,3811.6,3813.72,1407
2025-09-29 16:00:00,3814.07,3817.44,3809.17,3817.06,1478
2025-09-29 16:15:00,3816.94,3822.92,3816.23,3821.73,1363
2025-09-29 16:30:00,3822.04,3828.04,3818.5,3826.27,1503
2025-09-29 16:45:00,3826.51,3827.54,3819.17,3821.43,1518
2025-09-29 17:00:00,3821.41,3830.21,3819.73,3825.78,1479
2025-09-29 17:15:00,3825.93,3827.95,3816.78,3826.61,1485
2025-09-29 17:30:00,3826.78,3828.5,3824.46,3826.53,1402
2025-09-29 17:45:00,3826.59,3828.39,3823.22,3828.14,1386
2025-09-29 18:00:00,3828.12,3832.48,3823.21,3824.31,1439
2025-09-29 18:15:00,3824.26,3829.69,3822.88,3829.39,1289
2025-09-29 18:30:00,3829.4,3831.3,3821.85,3830.62,1355
2025-09-29 18:45:00,3830.7,3833.16,3829.78,3830.41,1198
2025-09-29 19:00:00,3830.38,3831.15,3828.23,3831.04,1148
2025-09-29 19:15:00,3831.11,3833.49,3829.76,3831.24,1192
2025-09-29 19:30:00,3831.24,3832.26,3828.57,3828.57,1060
2025-09-29 19:45:00,3828.58,3830.55,3828.34,3830.27,1042
2025-09-29 20:00:00,3830.29,3832.79,3829.0,3829.26,1121
2025-09-29 20:15:00,3829.29,3829.29,3823.85,3826.38,1324
2025-09-29 20:30:00,3826.77,3828.73,3825.08,3828.73,1134
2025-09-29 20:45:00,3828.68,3830.7,3826.75,3828.89,1058
2025-09-29 21:00:00,3829.06,3830.07,3823.49,3827.57,1044
2025-09-29 21:15:00,3827.54,3830.64,3827.4,3829.71,1073
2025-09-29 21:30:00,3829.84,3830.1,3824.39,3826.04,1055
2025-09-29 21:45:00,3826.06,3827.08,3823.9,3824.55,961
2025-09-29 22:00:00,3824.53,3826.79,3822.62,3826.79,1137
2025-09-29 22:15:00,3826.91,3829.08,3824.78,3825.97,1015
2025-09-29 22:30:00,3825.86,3829.49,3825.35,3829.45,964
2025-09-29 22:45:00,3829.22,3829.77,3827.61,3828.69,1206
2025-09-29 23:00:00,3828.57,3830.14,3827.79,3829.9,720
2025-09-29 23:15:00,3829.73,3830.27,3827.74,3828.79,608
2025-09-29 23:30:00,3828.8,3830.77,3828.0,3830.66,578
2025-09-29 23:45:00,3830.66,3834.06,3830.35,3833.76,768
2025-09-30 01:00:00,3833.07,3833.39,3828.93,3829.69,756
2025-09-30 01:15:00,3829.77,3830.46,3825.6,3826.85,561
2025-09-30 01:30:00,3826.85,3829.5,3826.85,3828.05,514
2025-09-30 01:45:00,3827.94,3831.14,3827.66,3830.67,479
2025-09-30 02:00:00,3830.54,3830.96,3829.35,3829.96,484
2025-09-30 02:15:00,3829.84,3830.71,3828.63,3829.5,541
2025-09-30 02:30:00,3829.51,3829.9,3828.05,3829.22,444
2025-09-30 02:45:00,3829.17,3833.37,3829.1,3832.88,788
2025-09-30 03:00:00,3832.88,3839.36,3831.21,3838.61,1194
2025-09-30 03:15:00,3838.42,3840.43,3835.56,3838.57,1002
2025-09-30 03:30:00,3838.57,3840.24,3835.87,3839.8,899
2025-09-30 03:45:00,3839.76,3839.88,3834.62,3838.91,1084
2025-09-30 04:00:00,3838.85,3843.63,3838.04,3842.15,1232
2025-09-30 04:15:00,3842.21,3847.37,3841.02,3844.32,1165
2025-09-30 04:30:00,3844.12,3850.52,3842.81,3848.26,1231
2025-09-30 04:45:00,3848.22,3849.4,3845.86,3848.04,1174
2025-09-30 05:00:00,3848.0,3851.81,3845.02,3846.74,1160
2025-09-30 05:15:00,3846.64,3848.59,3842.67,3845.69,1097
2025-09-30 05:30:00,3845.67,3848.57,3843.48,3848.57,1056
2025-09-30 05:45:00,3848.55,3849.84,3847.31,3847.98,1038
2025-09-30 06:00:00,3847.99,3854.85,3845.83,3853.49,1036
2025-09-30 06:15:00,3853.62,3859.45,3852.36,3858.18,1108
2025-09-30 06:30:00,3858.2,3863.83,3857.72,3863.71,1127
2025-09-30 06:45:00,3863.8,3867.24,3862.73,3864.7,1104
2025-09-30 07:00:00,3864.52,3865.93,3862.79,3862.79,981
2025-09-30 07:15:00,3862.84,3866.03,3862.03,3863.75,990
2025-09-30 07:30:00,3863.72,3866.17,3863.54,3864.43,903
2025-09-30 07:45:00,3864.26,3867.2,3863.64,3867.2,834
2025-09-30 08:00:00,3867.14,3869.99,3862.77,3866.36,1093
2025-09-30 08:15:00,3866.25,3870.0,3866.14,3867.54,1002
2025-09-30 08:30:00,3867.5,3869.69,3864.15,3868.88,1125
2025-09-30 08:45:00,3868.92,3870.35,3865.32,3869.7,1040
2025-09-30 09:00:00,3869.88,3871.66,3866.52,3866.74,1089
2025-09-30 09:15:00,3866.68,3867.25,3862.08,3866.43,1192
2025-09-30 09:30:00,3866.47,3871.34,3866.18,3869.89,1140
2025-09-30 09:45:00,3869.44,3869.75,3854.99,3855.81,1240
2025-09-30 10:00:00,3855.88,3859.33,3850.98,3854.23,1242
2025-09-30 10:15:00,3854.23,3855.47,3848.5,3852.89,1112
2025-09-30 10:30:00,3852.71,3854.59,3846.29,3847.57,1160
2025-09-30 10:45:00,3847.76,3850.27,3839.65,3843.76,1224
2025-09-30 11:00:00,3843.38,3847.16,3832.81,3837.91,1266
2025-09-30 11:15:00,3837.87,3838.52,3820.74,3823.53,1278
2025-09-30 11:30:00,3823.14,3823.62,3807.58,3815.72,1394
2025-09-30 11:45:00,3815.52,3822.02,3814.82,3816.29,1285
2025-09-30 12:00:00,3816.11,3821.45,3797.14,3799.44,1271
2025-09-30 12:15:00,3799.27,3806.26,3798.18,3801.61,1275
2025-09-30 12:30:00,3801.67,3806.58,3800.06,3801.81,1206
2025-09-30 12:45:00,3801.24,3801.51,3793.21,3798.65,1267
2025-09-30 13:00:00,3798.35,3806.54,3798.22,3803.17,1161
2025-09-30 13:15:00,3803.24,3809.95,3802.97,3804.11,1124
2025-09-30 13:30:00,3804.15,3810.36,3803.3,3809.54,1003
2025-09-30 13:45:00,3809.5,3814.52,3809.41,3812.13,1069
2025-09-30 14:00:00,3811.95,3813.45,3806.66,3806.77,1102
2025-09-30 14:15:00,3806.7,3810.1,3804.67,3809.73,1063
2025-09-30 14:30:00,3809.67,3817.48,3808.19,3814.85,1140
2025-09-30 14:45:00,3814.84,3817.77,3812.95,3815.21,1055
2025-09-30 15:00:00,3814.97,3816.39,3810.83,3815.91,1146
2025-09-30 15:15:00,3816.02,3816.58,3811.58,3814.1,1141
2025-09-30 15:30:00,3812.94,3817.0,3809.09,3810.82,1153
2025-09-30 15:45:00,3810.7,3821.58,3810.45,3819.34,1205
2025-09-30 16:00:00,3819.4,3820.18,3813.78,3816.72,1221
2025-09-30 16:15:00,3817.25,3819.25,3811.44,3815.23,1216
2025-09-30 16:30:00,3815.15,3825.25,3812.52,3825.02,1276
2025-09-30 16:45:00,3825.11,3829.98,3822.47,3824.15,1289
2025-09-30 17:00:00,3823.54,3847.07,3820.34,3843.71,1345
2025-09-30 17:15:00,3843.87,3852.55,3842.53,3844.05,1324
2025-09-30 17:30:00,3844.13,3850.24,3842.78,3849.85,1278
2025-09-30 17:45:00,3849.86,3854.5,3845.7,3854.11,1233
2025-09-30 18:00:00,3854.13,3854.22,3832.61,3835.31,1315
2025-09-30 18:15:00,3835.02,3839.94,3831.23,3835.03,1286
2025-09-30 18:30:00,3834.96,3841.5,3834.55,3838.67,1195
2025-09-30 18:45:00,3839.1,3840.35,3835.34,3839.0,1150
2025-09-30 19:00:00,3838.93,3844.59,3837.86,3843.18,1111
2025-09-30 19:15:00,3843.17,3844.15,3840.98,3843.43,1053
2025-09-30 19:30:00,3843.77,3845.95,3842.58,3845.64,942
2025-09-30 19:45:00,3845.57,3847.91,3845.0,3845.93,1031
2025-09-30 20:00:00,3846.06,3847.46,3843.82,3845.47,978
2025-09-30 20:15:00,3845.46,3848.58,3845.15,3845.6,954
2025-09-30 20:30:00,3845.64,3849.31,3844.73,3845.91,986
2025-09-30 20:45:00,3845.99,3846.31,3842.74,3843.99,1041
2025-09-30 21:00:00,3844.03,3844.73,3839.76,3841.07,964
2025-09-30 21:15:00,3840.74,3846.45,3840.66,3846.14,963
2025-09-30 21:30:00,3846.0,3846.52,3843.83,3845.63,907
2025-09-30 21:45:00,3845.65,3848.99,3845.21,3848.13,827
2025-09-30 22:00:00,3848.02,3850.7,3847.14,3850.19,895
2025-09-30 22:15:00,3850.22,3854.78,3850.22,3853.19,872
2025-09-30 22:30:00,3853.23,3855.41,3853.23,3855.11,976
2025-09-30 22:45:00,3854.99,3860.76,3854.47,3858.99,1144
2025-09-30 23:00:00,3859.11,3859.11,3850.84,3853.18,939
2025-09-30 23:15:00,3852.98,3855.48,3852.25,3855.34,649
2025-09-30 23:30:00,3855.39,3858.98,3854.84,3856.66,769
2025-09-30 23:45:00,3856.75,3860.09,3855.75,3858.23,739
2025-10-01 01:00:00,3858.58,3861.25,3856.77,3859.74,835
2025-10-01 01:15:00,3859.72,3860.62,3854.67,3854.69,737
2025-10-01 01:30:00,3854.7,3859.29,3854.7,3859.19,751
2025-10-01 01:45:00,3859.24,3861.06,3858.83,3860.07,671
2025-10-01 02:00:00,3860.31,3862.21,3860.26,3861.82,778
2025-10-01 02:15:00,3861.8,3862.26,3860.49,3861.63,592
2025-10-01 02:30:00,3861.61,3861.92,3860.15,3861.61,609
2025-10-01 02:45:00,3861.6,3863.01,3861.13,3862.76,716
2025-10-01 03:00:00,3862.87,3865.21,3862.4,3865.15,960
2025-10-01 03:15:00,3865.13,3865.33,3861.33,3861.33,857
2025-10-01 03:30:00,3861.13,3864.87,3858.62,3863.62,991
2025-10-01 03:45:00,3863.64,3864.13,3860.62,3860.94,901
2025-10-01 04:00:00,3860.38,3863.11,3858.97,3862.33,975
2025-10-01 04:15:00,3862.4,3865.19,3861.51,3864.94,1049
2025-10-01 04:30:00,3865.01,3866.23,3863.83,3865.99,908
2025-10-01 04:45:00,3866.0,3868.95,3865.62,3868.88,975
2025-10-01 05:00:00,3869.0,3875.58,3867.33,3867.59,1225
2025-10-01 05:15:00,3867.85,3870.62,3864.75,3866.23,1102
2025-10-01 05:30:00,3866.17,3867.37,3864.42,3865.82,989
2025-10-01 05:45:00,3865.81,3866.94,3857.92,3863.34,1007
2025-10-01 06:00:00,3863.24,3866.34,3859.15,3862.07,1088
2025-10-01 06:15:00,3862.1,3864.0,3861.41,3863.55,850
2025-10-01 06:30:00,3863.6,3864.26,3855.55,3863.93,1119
2025-10-01 06:45:00,3863.89,3864.8,3860.71,3861.97,910
2025-10-01 07:00:00,3861.99,3864.59,3858.42,3860.84,911
2025-10-01 07:15:00,3860.76,3862.64,3860.08,3860.99,849
2025-10-01 07:30:00,3861.0,3861.42,3857.46,3858.85,898
2025-10-01 07:45:00,3858.83,3865.04,3858.83,3864.87,894
2025-10-01 08:00:00,3864.93,3869.9,3863.34,3864.28,1112
2025-10-01 08:15:00,3864.26,3868.48,3864.26,3865.81,898
2025-10-01 08:30:00,3865.79,3866.56,3862.7,3862.78,835
2025-10-01 08:45:00,3862.8,3864.23,3862.1,3863.45,876
2025-10-01 09:00:00,3863.3,3864.39,3858.59,3858.66,1030
2025-10-01 09:15:00,3858.58,3861.84,3853.35,3861.84,1127
2025-10-01 09:30:00,3862.04,3864.84,3859.3,3863.83,1029
2025-10-01 09:45:00,3863.9,3864.77,3857.96,3859.21,1060
2025-10-01 10:00:00,3859.19,3867.16,3859.03,3866.69,1116
2025-10-01 10:15:00,3866.63,3871.54,3866.16,3870.9,1136
2025-10-01 10:30:00,3870.89,3874.13,3868.19,3868.96,1169
2025-10-01 10:45:00,3869.1,3879.88,3869.09,3879.2,1165
2025-10-01 11:00:00,3879.23,3889.06,3879.09,3888.23,1244
2025-10-01 11:15:00,3888.06,3895.34,3887.92,3891.82,1226
2025-10-01 11:30:00,3891.81,3893.78,3887.98,3891.82,1163
2025-10-01 11:45:00,3891.88,3893.72,3890.48,3893.0,925
2025-10-01 12:00:00,3893.03,3895.23,3891.89,3893.88,978
2025-10-01 12:15:00,3893.7,3893.92,3884.34,3886.14,1127
2025-10-01 12:30:00,3886.33,3891.08,3883.65,3888.83,1156
2025-10-01 12:45:00,3888.7,3891.64,3885.41,3889.03,1032
2025-10-01 13:00:00,3889.08,3889.56,3885.62,3888.9,975
2025-10-01 13:15:00,3888.89,3889.54,3886.32,3886.47,988
2025-10-01 13:30:00,3886.3,3887.82,3885.23,3887.39,904
2025-10-01 13:45:00,3887.33,3889.55,3886.18,3887.51,873
2025-10-01 14:00:00,3887.44,3888.45,3881.27,3883.17,917
2025-10-01 14:15:00,3883.11,3885.38,3881.92,3881.97,934
2025-10-01 14:30:00,3881.96,3882.62,3878.14,3881.91,1027
2025-10-01 14:45:00,3881.83,3884.39,3881.18,3883.59,984
2025-10-01 15:00:00,3884.07,3885.44,3881.4,3884.35,1087
2025-10-01 15:15:00,3884.13,3891.19,3875.4,3877.72,1379
2025-10-01 15:30:00,3878.02,3880.69,3871.77,3875.44,1317
2025-10-01 15:45:00,3875.04,3877.24,3864.65,3870.41,1281
2025-10-01 16:00:00,3870.2,3874.29,3865.31,3865.64,1270
2025-10-01 16:15:00,3865.47,3870.21,3863.8,3869.9,1223
2025-10-01 16:30:00,3869.98,3877.19,3868.98,3872.47,1328
2025-10-01 16:45:00,3872.56,3874.6,3867.69,3872.8,1235
2025-10-01 17:00:00,3872.71,3875.99,3867.72,3870.27,1289
2025-10-01 17:15:00,3869.71,3875.79,3869.14,3875.26,1241
2025-10-01 17:30:00,3875.42,3878.68,3874.61,3877.09,1229
2025-10-01 17:45:00,3876.95,3878.17,3856.21,3872.98,1406
2025-10-01 18:00:00,3872.81,3876.84,3866.56,3869.41,1343
2025-10-01 18:15:00,3869.14,3869.77,3859.57,3859.71,1316
2025-10-01 18:30:00,3859.42,3866.21,3858.03,3864.63,1243
2025-10-01 18:45:00,3864.93,3869.62,3863.37,3868.55,1168
2025-10-01 19:00:00,3868.36,3869.37,3860.84,3867.21,1170
2025-10-01 19:15:00,3867.17,3870.71,3866.72,3870.4,1093
2025-10-01 19:30:00,3870.41,3871.5,3869.48,3870.66,1030
2025-10-01 19:45:00,3870.64,3871.62,3869.51,3870.88,984
2025-10-01 20:00:00,3870.91,3871.4,3868.6,3869.88,900
2025-10-01 20:15:00,3869.92,3871.87,3868.92,3870.79,954
2025-10-01 20:30:00,3871.06,3871.38,3863.94,3864.19,1016
2025-10-01 20:45:00,3864.2,3865.01,3860.73,3860.82,1119
2025-10-01 21:00:00,3860.48,3860.92,3854.85,3859.79,1187
2025-10-01 21:15:00,3859.9,3864.92,3859.52,3862.98,1070
2025-10-01 21:30:00,3862.98,3866.28,3858.08,3859.46,1068
2025-10-01 21:45:00,3859.47,3863.88,3859.26,3862.14,1056
2025-10-01 22:00:00,3862.35,3865.95,3861.39,3865.8,999
2025-10-01 22:15:00,3865.82,3866.6,3863.59,3864.71,978
2025-10-01 22:30:00,3864.72,3869.17,3864.1,3869.16,978
2025-10-01 22:45:00,3869.18,3870.86,3866.27,3867.77,1095
2025-10-01 23:00:00,3867.81,3867.82,3860.35,3862.26,881
2025-10-01 23:15:00,3862.35,3863.8,3860.88,3863.44,710
2025-10-01 23:30:00,3863.46,3865.14,3862.9,3863.59,646
2025-10-01 23:45:00,3863.76,3865.75,3863.21,3865.49,677
2025-10-02 01:00:00,3867.81,3870.33,3860.95,3863.03,877
2025-10-02 01:15:00,3863.08,3863.56,3858.75,3860.09,615
2025-10-02 01:30:00,3860.67,3862.83,3859.26,3862.74,671
2025-10-02 01:45:00,3862.72,3864.1,3861.7,3862.15,495
2025-10-02 02:00:00,3862.16,3864.46,3861.58,3862.47,698
2025-10-02 02:15:00,3862.43,3866.61,3861.82,3865.68,651
2025-10-02 02:30:00,3865.69,3866.05,3857.48,3860.91,907
2025-10-02 02:45:00,3860.7,3865.21,3860.7,3863.45,876
2025-10-02 03:00:00,3862.95,3863.76,3857.61,3858.43,1093
2025-10-02 03:15:00,3858.39,3860.78,3856.37,3857.94,1010
2025-10-02 03:30:00,3858.04,3859.86,3857.08,3858.3,832
2025-10-02 03:45:00,3858.3,3861.24,3855.81,3856.04,968
2025-10-02 04:00:00,3856.0,3860.28,3852.86,3859.72,1153
2025-10-02 04:15:00,3859.68,3864.89,3858.09,3863.81,999
2025-10-02 04:30:00,3863.84,3865.08,3862.98,3863.2,973
2025-10-02 04:45:00,3863.21,3865.07,3862.54,3865.01,802
2025-10-02 05:00:00,3865.04,3869.96,3861.68,3869.86,977
2025-10-02 05:15:00,3869.63,3869.97,3862.4,3864.04,911
2025-10-02 05:30:00,3863.87,3865.35,3863.16,3864.99,803
2025-10-02 05:45:00,3864.92,3867.49,3864.27,3866.23,720
2025-10-02 06:00:00,3866.12,3869.04,3865.11,3868.98,792
2025-10-02 06:15:00,3869.06,3869.4,3866.92,3867.2,753
2025-10-02 06:30:00,3867.14,3867.21,3863.9,3864.68,754
2025-10-02 06:45:00,3864.65,3867.03,3864.28,3866.54,720
2025-10-02 07:00:00,3866.56,3867.67,3865.18,3865.74,640
2025-10-02 07:15:00,3865.72,3866.61,3865.09,3866.06,432
2025-10-02 07:30:00,3866.07,3866.46,3863.81,3864.81,589
2025-10-02 07:45:00,3864.79,3864.79,3861.95,3864.24,580
2025-10-02 08:00:00,3864.23,3868.79,3864.22,3868.1,821
2025-10-02 08:15:00,3868.12,3871.44,3867.59,3869.47,815
2025-10-02 08:30:00,3869.44,3869.57,3866.22,3868.07,774
2025-10-02 08:45:00,3868.08,3868.98,3866.66,3867.84,746
2025-10-02 09:00:00,3867.92,3871.9,3866.67,3871.82,931
2025-10-02 09:15:00,3871.79,3874.33,3871.63,3871.72,892
2025-10-02 09:30:00,3871.8,3874.26,3870.48,3870.62,957
2025-10-02 09:45:00,3870.62,3870.62,3862.16,3864.19,1101
2025-10-02 10:00:00,3863.91,3873.3,3863.76,3873.15,1127
2025-10-02 10:15:00,3873.21,3874.68,3863.37,3864.78,1133
