time,open,high,low,close,volume,atr,rsi,ema50,macd,adx,swing_high,swing_low,last_swing_high,last_swing_low,prev_swing_high,structure,bos_bullish,bos_bearish,trend,ob_bullish,ob_bearish,ob_bottom,ob_top,ob_strength,ob_mitigated,active_ob_bull_top,active_ob_bull_bot,active_ob_bear_top,active_ob_bear_bot,inside_ob_bull,inside_ob_bear,fvg_bullish,fvg_bearish,fvg_bull_top,fvg_bull_bot,fvg_bear_top,fvg_bear_bot,active_fvg_bull_top,active_fvg_bull_bot,active_fvg_bear_top,active_fvg_bear_bot,inside_fvg_bull,inside_fvg_bear,sweep_liquidity_high,sweep_liquidity_low,fvg_density,ob_density,range_position,in_premium,in_discount,in_ote_bull,in_ote_bear,is_in_premium,is_in_discount,P_traditional,R1_traditional,S1_traditional,R2_traditional,S2_traditional,P_fibonacci,R1_fibonacci,S1_fibonacci,R2_fibonacci,S2_fibonacci,confluence_score,gold_ema_50,gold_ema_200,gold_trend,dxy_open,dxy_high,dxy_low,dxy_close,dxy_volume,dxy_rsi,dxy_ema_50,dxy_trend,gold_dxy_corr,inverse_confluence,csm_EUR,csm_USD,csm_base,csm_quote,csm_diff,news_impact_EUR,news_impact_USD,news_impact_net,news_sentiment,news_impact_score,news_impact_base,news_impact_quote,day_of_week,month,dxy_corr_30d
2025-09-21 23:00:00,1.1743981838226318,1.1745359897613523,1.1742602586746216,1.1743981838226318,0,0.000275731086730735,50.0,1.1743981838226318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1743981838226318,1.1743981838226318,-1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-1,0.0,0,5.049671415301123,5.166303137821185,5.049671415301123,5.166303137821185,-0.11663172252006149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,0.0
2025-09-21 23:30:00,1.1742602586746216,1.1743981838226318,1.1739845275878906,1.1739845275878906,0,0.00034469366073597296,0.0,1.1743819620095048,-3.2998218156166104e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.174398144086202,1.1745360294977822,1.1742602984110515,1.1746738751729326,1.1741224129994712,1.174398144086202,1.174503473361333,1.1742928148110707,1.1745685458978015,1.1742277422746024,0.0,1.1743819620095048,1.1743940678401967,-1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-1,0.0,0,5.364009073018364,4.777559905514842,5.364009073018364,4.777559905514842,0.5864491675035222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,0.0
2025-09-22 00:00:00,1.17384672164917,1.174122333526611,1.173433542251587,1.174122333526611,0,0.00045939286549871267,24.989191526126305,1.174371780500372,-4.7482408572330215e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.174122412999471,1.1742602984110513,1.17384664217631,1.1745360692342122,1.1737087567647297,1.174122412999471,1.174280429681142,1.1739643963178,1.1743780525525411,1.1738667734464008,0.0,1.174371780500372,1.174391364016181,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,5.379342594217087,4.844540452109891,5.379342594217087,4.844540452109891,0.5348021421071962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 00:30:00,1.174122333526611,1.174122333526611,1.1730204820632937,1.17384672164917,0,0.0006200075149533912,16.661862208111245,1.1743511899571875,-8.027544361088879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.1738927364349365,1.1743519306182861,1.173663139343262,1.1745815277099607,1.1732039451599123,1.1738927364349365,1.1741558547019957,1.1736296181678774,1.1743184094429016,1.1734670634269715,0.0,1.1743511899571875,1.174385944689146,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,4.798633247249871,4.528293523857449,4.798633247249871,4.528293523857449,0.2703397233924223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 01:00:00,1.1742602586746216,1.1743981838226318,1.17384672164917,1.1739845275878906,0,0.0006062984466550958,28.56436866813938,1.1743368110407444,-9.406010622337035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.1736631790796916,1.1743058760960896,1.1732040246327722,1.174765030543009,1.1725613276163742,1.1736631790796916,1.174084086338679,1.1732422718207043,1.1743441232840217,1.1729822348753616,0.0,1.1743368110407444,1.1743819504891337,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,4.591229853354773,4.105808685164823,4.591229853354773,4.105808685164823,0.4854211681899496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 01:30:00,1.17384672164917,1.174122333526611,1.1735711097717283,1.1735711097717283,0,0.0005971193313597153,19.996540390922945,1.1743067835399987,-0.00013676734453116346,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.1740764776865642,1.1743062337239585,1.1737547715504966,1.1746279398600261,1.1735250155131023,1.1740764776865642,1.1742871362368266,1.1738658191363018,1.1744172813097637,1.1737356740633647,0.0,1.1743067835399987,1.1743738824222938,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,4.375388651223949,4.068793592884066,4.375388651223949,4.068793592884066,0.3065950583398829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 02:00:00,1.1737089157104492,1.1737089157104492,1.1731581687927246,1.1731581687927246,0,0.0005904947008404145,15.386663117254841,1.1742617398244193,-0.0002016099900259416,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.1737548510233557,1.1739385922749832,1.1733873685201004,1.1743060747782386,1.173203627268473,1.1737548510233557,1.173965418497721,1.1735442835489904,1.1740955073038732,1.1734141947428383,0.0,1.1742617398244193,1.1743617857692632,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,4.434552140019151,3.79752520986615,4.434552140019151,3.79752520986615,0.6370269301530009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 02:30:00,1.1732958555221558,1.1735711097717283,1.1731581687927246,1.1731581687927246,0,0.0005683004856108231,15.386663117254827,1.1742184625290588,-0.00025011508276384653,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.1733417510986328,1.173525333404541,1.1729745864868164,1.1738924980163574,1.1727910041809082,1.1733417510986328,1.1735521364212036,1.173131365776062,1.1736821126937866,1.173001389503479,0.0,1.1742184625290588,1.1743498094809395,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,4.204871304207956,3.8094579268822364,4.204871304207956,3.8094579268822364,0.39541337732572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 03:00:00,1.1732958555221558,1.17384672164917,1.1732958555221558,1.1737089157104492,0,0.0005816618601479887,35.28453629237225,1.1741984803008783,-0.00024133310691065724,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.1732958157857258,1.173433462778727,1.1730205217997234,1.1737087567647295,1.1728828748067222,1.1732958157857258,1.1734535592397053,1.1731380723317464,1.17355101331075,1.1730406182607016,0.0,1.1741984803008783,1.174343432428497,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,4.048934489255573,4.00645062893099,4.048934489255573,4.00645062893099,0.042483860324582956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
2025-09-22 03:30:00,1.1735711097717283,1.17384672164917,1.173433542251587,1.1735711097717283,0,0.0005648136138914905,33.3237188731793,1.1741738775350292,-0.00024269547299859973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1.173617164293925,1.1739384730656943,1.1733876069386802,1.1741680304209392,1.1730662981669109,1.173617164293925,1.1738275951544443,1.1734067334334057,1.17395759956042,1.1732767290274302,0.0,1.1741738775350292,1.174335747625942,-1,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,50.0,3740.699951171875,-1,0.0,0,3.9631060237202336,3.799665887853845,3.9631060237202336,3.799665887853845,0.1634401358663884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0
